"序号","一级目录","二级目录","文档标题","上线批次","上线状态","语言","文档ID","正式域名URL","GitHub Pages预览URL","新帮助中心路径","源码路径","旧帮助中心目录","旧帮助中心标题","是否有附件","附件数量","附件是否已本地化","语言覆盖","对应语言文档ID","对应语言正式URL","是否目录入口文档","是否需要业务复核","复核原因","复核负责人","复核结论","维护方式","最后更新时间","备注"
"156","Payment 收单常见 FAQ","常见问题","UK Regulatory Requirements for Advertising Klarna","2026-07-08 帮助中心上线","待上线","英文","payment-faq/common-questions/uk-klarna-advertising-requirements","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/uk-klarna-advertising-requirements/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/payment-faq/common-questions/uk-klarna-advertising-requirements/","/en/docs/payment-faq/common-questions/uk-klarna-advertising-requirements/","i18n/en/docusaurus-plugin-content-docs/current/payment-faq/common-questions/uk-klarna-advertising-requirements/index.mdx","Local Payments Acquiring FAQs","UK Regulatory Requirements for Advertising Klarna","是","1","是","中英文均有","payment-faq/common-questions/uk-klarna-advertising-requirements","https://support.oceanpayment.com/docs/payment-faq/common-questions/uk-klarna-advertising-requirements/","否","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06",""
"157","Payment 收单常见 FAQ","常见问题","Klarna Norway Newsletter Update","2026-07-08 帮助中心上线","待上线","英文","payment-faq/common-questions/klarna-norway-market-update","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/klarna-norway-market-update/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/payment-faq/common-questions/klarna-norway-market-update/","/en/docs/payment-faq/common-questions/klarna-norway-market-update/","i18n/en/docusaurus-plugin-content-docs/current/payment-faq/common-questions/klarna-norway-market-update/index.mdx","Local Payments Acquiring FAQs","Klarna Norway Newsletter Update","是","1","是","中英文均有","payment-faq/common-questions/klarna-norway-market-update","https://support.oceanpayment.com/docs/payment-faq/common-questions/klarna-norway-market-update/","否","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06",""
"158","Payment 收单常见 FAQ","常见问题","Klarna Dispute Resolution Guideline","2026-07-08 帮助中心上线","待上线","英文","payment-faq/common-questions/klarna-dispute-improvement-guide","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/klarna-dispute-improvement-guide/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/payment-faq/common-questions/klarna-dispute-improvement-guide/","/en/docs/payment-faq/common-questions/klarna-dispute-improvement-guide/","i18n/en/docusaurus-plugin-content-docs/current/payment-faq/common-questions/klarna-dispute-improvement-guide/index.mdx","Local Payments Acquiring FAQs","Klarna Dispute Resolution Guideline","是","1","是","中英文均有","payment-faq/common-questions/klarna-dispute-improvement-guide","https://support.oceanpayment.com/docs/payment-faq/common-questions/klarna-dispute-improvement-guide/","否","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06",""
"159","Payment 收单常见 FAQ","常见问题","Klarna's APR Range Update for Consumers","2026-07-08 帮助中心上线","待上线","英文","payment-faq/common-questions/klarna-apr-range-update-for-consumers","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/klarna-apr-range-update-for-consumers/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/payment-faq/common-questions/klarna-apr-range-update-for-consumers/","/en/docs/payment-faq/common-questions/klarna-apr-range-update-for-consumers/","i18n/en/docusaurus-plugin-content-docs/current/payment-faq/common-questions/klarna-apr-range-update-for-consumers/index.mdx","Local Payments Acquiring FAQs","Klarna’s APR Range Update for Consumers","是","1","是","English-only","","","否","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06","仅英文站上线"
"160","Payment 收单常见 FAQ","常见问题","Klarna Bill Sample on the Customer","2026-07-08 帮助中心上线","待上线","英文","payment-faq/common-questions/klarna-consumer-bill-sample","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/klarna-consumer-bill-sample/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/payment-faq/common-questions/klarna-consumer-bill-sample/","/en/docs/payment-faq/common-questions/klarna-consumer-bill-sample/","i18n/en/docusaurus-plugin-content-docs/current/payment-faq/common-questions/klarna-consumer-bill-sample/index.mdx","Local Payments Acquiring FAQs","Klarna Bill Sample on the Customer","是","1","是","中英文均有","payment-faq/common-questions/klarna-consumer-bill-sample","https://support.oceanpayment.com/docs/payment-faq/common-questions/klarna-consumer-bill-sample/","否","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06",""
"161","Payment 收单常见 FAQ","常见问题","iDEAL Operational Details For The Merchant Side","2026-07-08 帮助中心上线","待上线","英文","payment-faq/common-questions/ideal-merchant-operation-notes","https://support.oceanpayment.com/en/docs/payment-faq/common-questions/ideal-merchant-operation-notes/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/payment-faq/common-questions/ideal-merchant-operation-notes/","/en/docs/payment-faq/common-questions/ideal-merchant-operation-notes/","i18n/en/docusaurus-plugin-content-docs/current/payment-faq/common-questions/ideal-merchant-operation-notes/index.mdx","Local Payments Acquiring FAQs","iDEAL Operational Details For The Merchant Side","是","1","是","中英文均有","payment-faq/common-questions/ideal-merchant-operation-notes","https://support.oceanpayment.com/docs/payment-faq/common-questions/ideal-merchant-operation-notes/","否","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06",""
"162","Payment 收单常见 FAQ","信息更新专区","Mastercard Chargeback Assessment Criteria","2026-07-08 帮助中心上线","待上线","英文","payment-faq/info-update/mastercard-chargeback-assessment-criteria","https://support.oceanpayment.com/en/docs/payment-faq/info-update/mastercard-chargeback-assessment-criteria/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/payment-faq/info-update/mastercard-chargeback-assessment-criteria/","/en/docs/payment-faq/info-update/mastercard-chargeback-assessment-criteria/","i18n/en/docusaurus-plugin-content-docs/current/payment-faq/info-update/mastercard-chargeback-assessment-criteria/index.mdx","Credit Card Acquiring FAQs","Mastercard Chargeback Assessment Criteria","是","1","是","中英文均有","payment-faq/info-update/mastercard-chargeback-assessment-criteria","https://support.oceanpayment.com/docs/payment-faq/info-update/mastercard-chargeback-assessment-criteria/","是","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06",""
"163","Payment 收单常见 FAQ","信息更新专区","Update on Mastercard Chargeback Reasons","2026-07-08 帮助中心上线","待上线","英文","payment-faq/info-update/mastercard-chargeback-reason-update","https://support.oceanpayment.com/en/docs/payment-faq/info-update/mastercard-chargeback-reason-update/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/payment-faq/info-update/mastercard-chargeback-reason-update/","/en/docs/payment-faq/info-update/mastercard-chargeback-reason-update/","i18n/en/docusaurus-plugin-content-docs/current/payment-faq/info-update/mastercard-chargeback-reason-update/index.mdx","Credit Card Acquiring FAQs","Update on Mastercard Chargeback Reasons","是","1","是","中英文均有","payment-faq/info-update/mastercard-chargeback-reason-update","https://support.oceanpayment.com/docs/payment-faq/info-update/mastercard-chargeback-reason-update/","否","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06",""
"164","Payment 收单常见 FAQ","信息更新专区","Implementation of Japan Credit Card Security Guidelines","2026-07-08 帮助中心上线","待上线","英文","payment-faq/info-update/japan-credit-card-security-guidelines-5","https://support.oceanpayment.com/en/docs/payment-faq/info-update/japan-credit-card-security-guidelines-5/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/payment-faq/info-update/japan-credit-card-security-guidelines-5/","/en/docs/payment-faq/info-update/japan-credit-card-security-guidelines-5/","i18n/en/docusaurus-plugin-content-docs/current/payment-faq/info-update/japan-credit-card-security-guidelines-5/index.mdx","Credit Card Acquiring FAQs","Implementation of Japan Credit Card Security Guidelines","是","1","是","中英文均有","payment-faq/info-update/japan-credit-card-security-guidelines-5","https://support.oceanpayment.com/docs/payment-faq/info-update/japan-credit-card-security-guidelines-5/","否","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06",""
"165","Payment 收单常见 FAQ","信息更新专区","Visa’s monitoring programs updated-VAMP Enhancements and Retirement of VDMP and VFMP","2026-07-08 帮助中心上线","待上线","英文","payment-faq/info-update/visa-vamp-policy","https://support.oceanpayment.com/en/docs/payment-faq/info-update/visa-vamp-policy/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/payment-faq/info-update/visa-vamp-policy/","/en/docs/payment-faq/info-update/visa-vamp-policy/","i18n/en/docusaurus-plugin-content-docs/current/payment-faq/info-update/visa-vamp-policy/index.mdx","Credit Card Acquiring FAQs","Visa’s monitoring programs updated-VAMP Enhancements and Retirement of VDMP and VFMP","是","1","是","中英文均有","payment-faq/info-update/visa-vamp-policy","https://support.oceanpayment.com/docs/payment-faq/info-update/visa-vamp-policy/","否","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06",""
"166","Payment 收单常见 FAQ","账户划款、提现、代付指引","How do I keep track of my account funds and reconcile them?","2026-07-08 帮助中心上线","待上线","英文","payment-faq/account-transfer/account-funds-and-reconciliation","https://support.oceanpayment.com/en/docs/payment-faq/account-transfer/account-funds-and-reconciliation/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/payment-faq/account-transfer/account-funds-and-reconciliation/","/en/docs/payment-faq/account-transfer/account-funds-and-reconciliation/","i18n/en/docusaurus-plugin-content-docs/current/payment-faq/account-transfer/account-funds-and-reconciliation/index.mdx","Funding Operation FAQs","How do I keep track of my account funds and reconcile them?","是","1","是","中英文均有","payment-faq/account-transfer/account-funds-and-reconciliation","https://support.oceanpayment.com/docs/payment-faq/account-transfer/account-funds-and-reconciliation/","否","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06",""
"167","Payment 收单常见 FAQ","账户划款、提现、代付指引","How are funds from successful transactions settled?","2026-07-08 帮助中心上线","待上线","英文","payment-faq/account-transfer/successful-transaction-settlement","https://support.oceanpayment.com/en/docs/payment-faq/account-transfer/successful-transaction-settlement/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/payment-faq/account-transfer/successful-transaction-settlement/","/en/docs/payment-faq/account-transfer/successful-transaction-settlement/","i18n/en/docusaurus-plugin-content-docs/current/payment-faq/account-transfer/successful-transaction-settlement/index.mdx","Funding Operation FAQs","How are funds from successful transactions settled?","否","0","不涉及","中英文均有","payment-faq/account-transfer/successful-transaction-settlement","https://support.oceanpayment.com/docs/payment-faq/account-transfer/successful-transaction-settlement/","否","否","","","","过渡期人工维护","2026/07/06",""
"168","Payment 收单常见 FAQ","账户划款、提现、代付指引","OPASST Guideline","2026-07-08 帮助中心上线","待上线","英文","payment-faq/account-transfer/opasst-guideline","https://support.oceanpayment.com/en/docs/payment-faq/account-transfer/opasst-guideline/","https://keaton1167.github.io/oceanpayment-help-center/en/docs/payment-faq/account-transfer/opasst-guideline/","/en/docs/payment-faq/account-transfer/opasst-guideline/","i18n/en/docusaurus-plugin-content-docs/current/payment-faq/account-transfer/opasst-guideline/index.mdx","Funding Operation FAQs","OPASST Guideline","是","1","是","English-only","","","否","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/06","仅英文站上线"
"9991","Payment收单常见FAQ","信息更新专区","批量地址欺诈攻击分享","2026-07-08 帮助中心上线","待上线","中文","payment-faq/info-update/bulk-address-fraud-attack","https://support.oceanpayment.com/docs/payment-faq/info-update/bulk-address-fraud-attack/","https://keaton1167.github.io/oceanpayment-help-center/docs/payment-faq/info-update/bulk-address-fraud-attack/","/docs/payment-faq/info-update/bulk-address-fraud-attack/","docs/payment-faq/info-update/bulk-address-fraud-attack/index.mdx","信息更新专区","批量地址欺诈攻击分享","是","1","是","仅中文","","","否","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/07","2026-07-07补录到主清单"
"9992","合规与认证","企业认证常见问题","企业认证资料说明","2026-07-08 帮助中心上线","待上线","中文","compliance-certification/enterprise-certification-faq/enterprise-certification-materials","https://support.oceanpayment.com/docs/compliance-certification/enterprise-certification-faq/enterprise-certification-materials/","https://keaton1167.github.io/oceanpayment-help-center/docs/compliance-certification/enterprise-certification-faq/enterprise-certification-materials/","/docs/compliance-certification/enterprise-certification-faq/enterprise-certification-materials/","docs/compliance-certification/enterprise-certification-faq/enterprise-certification-materials/index.mdx","企业认证常见问题","企业认证资料说明","是","2","是","仅中文","","","是","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/07","2026-07-07补录到主清单"
"9993","OP Card 常见FAQ","常见问题","OP Card业务申请资料说明","2026-07-08 帮助中心上线","待上线","中文","op-card-faq/common-questions/op-card-application-materials","https://support.oceanpayment.com/docs/op-card-faq/common-questions/op-card-application-materials/","https://keaton1167.github.io/oceanpayment-help-center/docs/op-card-faq/common-questions/op-card-application-materials/","/docs/op-card-faq/common-questions/op-card-application-materials/","docs/op-card-faq/common-questions/op-card-application-materials/index.mdx","OP Card 常见FAQ","OP Card业务申请资料说明","是","2","是","仅中文","","","否","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/07","2026-07-07补录到主清单"
"9994","OP Card 常见FAQ","常见问题","OP Card禁入行业清单","2026-07-08 帮助中心上线","待上线","中文","op-card-faq/common-questions/op-card-prohibited-industries","https://support.oceanpayment.com/docs/op-card-faq/common-questions/op-card-prohibited-industries/","https://keaton1167.github.io/oceanpayment-help-center/docs/op-card-faq/common-questions/op-card-prohibited-industries/","/docs/op-card-faq/common-questions/op-card-prohibited-industries/","docs/op-card-faq/common-questions/op-card-prohibited-industries/index.mdx","OP Card 常见FAQ","OP Card禁入行业清单","是","1","是","仅中文","","","否","是","含附件, 建议上线后抽查预览/下载","","","过渡期人工维护","2026/07/07","2026-07-07补录到主清单"
